GeneSymbol,Mix1,Mix2,Mix3,Mix4,Mix5
ERBB2IP,1593.312728,1460.536729,1572.298662,1697.344573,1650.758994
ERBB3,169.5614591,151.9250867,99.82917615,187.1351601,128.5485305
ERBB4,206.1922398,194.9641557,102.6634297,210.9162727,127.8227186
ERC1,475.1380682,481.1394777,312.5108144,439.1206957,317.5719134
ERC2,66.67627817,51.95056516,37.44201185,70.62408258,47.81946574
ERCC1,530.4197342,545.6721303,536.8208902,511.4246158,502.7037722
ERCC2,77.8794168,84.0547294,131.5981634,63.94281301,102.8010567
ERCC3,364.873221,389.7182625,463.2517605,274.6828149,328.3690014
ERCC4,249.3063652,248.4185034,163.7191958,248.2256564,195.042551
ERCC5,654.4896949,668.749145,615.81393,690.6276958,686.9808639
ERCC6,271.7792115,284.0770472,210.6094566,320.0640623,277.5959359
ERCC6L,47.10256017,46.73029516,54.78215633,31.99324801,30.20133014
ERCC8,375.3791774,335.327781,307.8402001,375.0316899,321.406614
EREG,51.45278051,63.54793965,70.54988282,147.9699094,175.2933671
ERF,232.4513027,233.3880462,195.064937,309.7469612,330.6293782
ERG,82.87716139,91.27274562,82.89685202,97.25455414,85.58119035
ERGIC2,441.9258536,545.1591935,500.2595624,454.1471117,547.6239092
ERGIC3,2569.304758,2497.762159,1381.512112,1712.916954,949.4420916
ERH,7070.76493,6474.685067,6089.549023,5462.739615,4332.952342
ERI3,128.386911,122.8500906,141.0900396,83.10518074,106.62169
ERLIN1,379.5886147,453.1009155,551.8431391,516.0569666,698.061455
ERLIN2,308.465412,340.1502727,270.840929,429.6297952,412.5757098
ERMAP,30.31642964,34.76203671,37.37322497,22.05784317,26.89745491
ERMP1,563.2663798,505.9133632,675.4060561,448.7132253,419.90861
ERN1,493.2901588,487.0103384,292.4389495,503.0115605,327.9946987
ERN2,102.1860526,96.13637744,52.61466158,86.76259876,50.98596462
ERO1L,274.8546457,365.6621772,316.2846627,334.7503979,432.8085327
ERO1LB,171.0020053,235.2098146,152.3240569,170.5236202,147.4278469
ERP29,6070.569035,5538.772281,3494.948169,4282.677777,2511.671398
ERP44,980.2849566,1002.790072,681.8321522,1060.72533,869.1234168
ESD,1546.238547,1543.386021,1503.98427,1155.131037,1183.492734
ESF1,778.6044607,746.8684344,735.6970268,559.9227005,447.2997866
ESM1,89.38331227,71.95924674,46.17732127,72.10828539,29.85831215
ESPL1,123.9646407,158.2696216,189.7624017,121.5844392,164.1807819
ESR1,149.3796568,149.8685484,106.0746276,140.425231,113.0381849
ESR2,114.557926,116.8971664,90.41416047,139.285111,121.756026
ESRP1,98.29489776,89.44793701,89.26110644,103.0869662,113.3504167
ESRP2,63.46345709,68.14553528,49.80061287,83.45815588,76.12238758
ESRRA,127.6600437,156.5391516,160.0975247,139.4577239,188.4777653
ESRRG,75.31171639,66.63803673,49.24383778,82.99828115,60.24338295
ESYT1,1437.306931,1393.514471,1488.663091,1181.808175,1136.195557
ETAA1,189.441073,195.7986304,179.4479578,164.5647321,163.669147
ETF1,1167.986522,1401.975067,1542.860236,2111.654333,2468.933051
ETFA,1039.575724,1151.761444,1386.535787,851.4547834,1141.28643
ETFB,371.0067773,413.2869,389.164298,205.6095255,284.2967285
ETFDH,123.3946525,162.2451555,170.1210638,135.0270643,176.6239658
ETHE1,1006.711871,1063.043104,1013.039725,746.8675288,844.130062
ETNK1,319.2249362,398.5881439,344.3676845,350.101176,411.6731573
ETNK2,236.1999608,224.0647978,178.7727792,239.0619182,207.2578859
ETS1,771.2698818,628.0261595,486.5940492,487.9479211,217.6305039
ETS2,173.1484465,212.5125641,346.2812794,360.1649091,519.8629382
ETV1,216.2654893,197.5606486,126.4078091,217.7653071,139.924843
ETV2,41.57417373,39.48412651,52.3531013,33.40019126,47.44388893
ETV3,72.62089417,46.35895936,62.1975258,112.9746282,143.8700391
ETV4,37.39044022,46.22623633,25.65931142,32.65269447,31.20453903
ETV5,140.2657969,144.7658991,112.6790955,208.270413,194.769326
ETV6,172.7254541,232.9825603,320.9303009,239.3378481,486.7684183
ETV7,277.2700298,325.9020339,293.3064802,293.0625221,364.2998425
EVC,34.99368919,35.385753,29.0283681,29.56461445,28.74620919
EVI2A,2444.40677,2462.191486,2858.872367,2780.46155,3274.257995
EVI2B,4431.346295,3778.935013,2693.915704,5284.273421,4116.899907
EVI5,86.88215986,117.3746329,115.9770952,114.3529199,143.0572299
EVL,3251.11856,3410.369222,3014.006936,1508.573462,1340.786184
EVPL,30.03991438,28.50807714,28.73491927,29.16506755,30.65269294
EVX1,30.76949154,37.51800686,31.1695113,34.041838,42.43308402
EWSR1,1873.309814,1700.95791,1466.42067,1632.189265,1273.342401
EXD2,483.0838933,447.9810263,280.7818242,486.2488068,355.0318146
EXO1,141.1841164,170.6760108,131.3319141,114.4456118,107.9741845
EXOC1,1222.003751,1295.099086,1324.904575,1456.443014,1613.567036
EXOC2,244.1925368,264.302808,292.4535169,147.4979957,217.6851184
EXOC3,244.7227406,318.7937396,422.0259815,509.9315327,692.5844338
EXOC5,424.9676917,393.5839614,444.2916068,292.263543,334.1866384
EXOC7,486.158346,482.3307193,472.913701,468.5233208,476.3229905
EXOG,26.78980614,28.86189982,21.59820064,19.46719225,17.19521988
EXOSC10,286.7874075,314.9011993,339.0660456,239.582236,280.3011386
EXOSC2,152.5312288,166.8989258,213.4158303,101.4555445,119.2171836
EXOSC4,160.1283707,193.212592,265.1659694,136.7901096,217.8962368
EXOSC5,439.0590854,385.7823991,332.2805206,317.200608,225.9909996
EXOSC7,474.6475329,563.4421436,727.9190616,272.5106321,456.6244733
EXOSC8,645.9603709,737.8121077,628.3307973,546.7974493,467.5926588
EXOSC9,592.3537344,501.8751819,489.7036914,379.6203575,333.5895841
EXPH5,337.1223417,325.1941738,213.5612092,361.612592,249.9394231
EXT1,233.2585639,317.3706868,255.7272693,256.9656237,284.1551395
EXT2,416.8474885,446.941317,491.2725357,476.4648109,535.9289974
EXTL1,22.90166787,28.19384545,17.84074674,24.10143886,22.67847498
EXTL2,613.2103267,580.2226112,452.0967975,576.5826902,475.2773636
EXTL3,180.532585,188.2635901,200.5989587,214.06002,217.1784878
EYA1,106.0322771,97.67698099,53.04016479,103.7598066,54.38963994
EYA2,120.0041065,133.8318438,61.3656737,89.26462808,61.03942886
EYA3,15.74216083,19.42793756,21.1323941,15.47734073,19.96474987
EYA4,57.97275781,60.37137508,41.84276161,89.24931297,77.49836347
EZH1,895.1464521,849.635621,634.5563463,890.7520762,688.1563258
EZH2,322.2994669,418.9106341,367.1733738,239.0081711,339.1158576
EZR,2606.036087,2033.404715,874.4446667,1905.500317,577.7688991
F10,57.39813267,65.12546937,58.38679271,70.24365247,70.25997665
F11,111.7555727,121.8106045,84.56915965,94.98185177,67.82707757
F11R,291.6728796,373.4314296,497.2320393,596.7610734,861.2292604
F12,98.7562856,115.0374603,106.3862745,159.7957915,163.8177419
F13A1,568.7541966,620.9134538,1153.361895,725.1571194,2735.367643
F13B,53.6769734,50.60969091,35.16785729,56.80171801,45.56658779
F2,38.73299637,42.24621509,26.71647096,42.97793762,37.6852219
F2R,130.0292673,122.2441568,297.8948392,91.45711808,101.5283484
F2RL1,85.68474809,87.84013215,91.47515816,302.3757088,332.7316523
F2RL2,51.07561366,55.61008953,46.75518372,67.99148855,61.38027536
F3,23.44908096,22.20423935,80.79238976,85.98547023,142.6272914
F5,350.9753637,454.4543472,344.3177172,431.2705292,441.4716929
F7,277.5593023,261.9471294,175.1138054,307.5198862,226.8505395
F8,328.0108512,292.4414813,294.3359202,342.3410889,344.9756988
F9,102.8186445,93.01735327,67.13055914,100.3050563,73.4299818
FA2H,163.6542474,147.9189535,96.64751326,163.547629,129.4733225
FAAH,56.00282039,69.66589339,80.77296601,68.05686841,102.1947043
FABP1,9.47172255,11.27889654,7.950925841,8.658839276,8.870538175
FABP2,45.32749158,68.08153776,51.64471881,44.5699082,59.70090376
FABP3,62.62411024,75.40039939,74.7349507,88.61383876,136.6468604
FABP4,134.4860948,239.1378925,431.7814787,249.2779376,679.4339999
FABP6,6.916744132,7.518662592,7.925525717,9.344650843,10.18078372
FABP7,61.32859708,61.68752749,37.32799179,75.4471402,59.05907981
FADD,335.0961896,396.602126,547.0172795,367.7270387,525.3288717
FADS1,138.209476,192.9895653,313.3152326,155.2505251,329.1047349
FADS2,102.3304917,152.0455462,255.3343323,113.7256964,246.8522547
FADS3,375.6042606,352.2677266,190.9281242,421.2011786,287.8318052
FAF1,631.5896719,556.3970605,512.4763086,525.4569898,396.3184086
FAF2,343.4148916,429.420693,455.5817854,338.637044,399.1807068
FAH,151.5420313,199.4409314,239.7136692,250.7335569,305.4460024
FAHD2A,128.2305882,125.6597123,135.0331121,88.15129997,99.38587354
FAIM,119.9448942,123.9478565,171.3614798,110.232867,125.6677695
FAIM2,111.827731,129.844224,104.9658382,150.8988439,159.9656088
FAIM3,5939.068467,4659.837224,1752.517878,3860.205139,648.049611
FAM102A,1541.847014,1538.685233,1047.590977,941.055414,722.0136133
FAM105A,161.5149191,241.360909,370.3084887,223.7402956,392.8879079
FAM107A,53.78045474,56.36184011,41.80951931,49.17907575,48.16961425
FAM108B1,450.7062252,434.0592653,356.1352904,441.1442056,313.5525844
FAM110B,22.89373492,38.00828904,25.54294408,69.00130327,83.68104319
FAM111A,1744.171334,1734.234803,1624.888958,1331.87731,1149.314485
FAM114A2,505.646361,472.2855256,481.7313427,484.387862,432.9785806
FAM117A,2844.621983,2457.620671,2198.87501,2132.557323,1256.380957
FAM118A,353.5264678,362.6582558,293.5724659,289.5475628,290.2994599
FAM120A,1358.904644,1389.9027,1472.577976,1215.973884,1240.145104
FAM120C,71.90985179,78.70491064,62.83569189,62.3687156,57.64839976
FAM124B,17.50079286,29.27814788,22.96618065,63.34879993,53.82848221
FAM125B,73.59851382,65.32418799,88.65117059,66.68314391,119.2556997
FAM127A,1107.936918,1163.255473,1108.434232,1157.852736,1246.528519
FAM127B,32.67782389,49.6051831,71.15824136,44.97067386,96.07704184
FAM129A,776.2491684,974.0903425,1812.548609,2296.488611,3291.985683
FAM131A,313.9536247,340.3956006,320.1700238,508.9023871,530.333305
FAM131B,66.33317801,75.1378699,62.48870935,56.28996048,48.82083312
FAM134A,921.1858314,857.94176,862.0938485,925.14633,954.0679365
FAM134B,495.6364359,458.9727923,284.6514609,303.8535361,205.6621309
FAM134C,2541.549902,2452.105124,2107.008446,1913.564249,1497.407793
FAM135A,33.66052668,31.5562077,49.53338029,35.03905354,41.52470252
FAM136A,2226.806853,2426.434872,1676.720494,1969.123973,1579.835422
FAM13A,381.6850724,498.6112468,400.5070808,327.7243696,408.1341149
FAM13B,1015.715525,952.8577363,1118.025113,1440.160387,1482.55099
FAM149A,14.14084311,17.19353463,7.555079254,12.15218069,8.043710532
FAM149B1,78.77394623,79.55636453,80.17515825,62.66312645,65.98338461
FAM155A,41.19636553,43.13982713,36.85592114,34.330479,34.54340008
FAM155B,135.5766731,124.9203157,86.9569276,125.6431705,83.86531371
FAM158A,166.8012453,159.9277813,186.0165272,132.982895,155.7209732
FAM160B2,479.5555708,452.7256713,421.8109101,392.5182049,357.2671637
FAM162A,1930.837937,2074.053442,1791.477414,1352.330816,1670.393413
FAM163A,24.97717493,25.24015608,25.15385546,24.64586628,25.80282556
FAM164A,874.1862228,764.9023539,450.9212769,753.6803075,437.4277716
FAM164C,50.96898392,46.80192844,37.69363408,48.83016676,39.63512999
FAM168B,1097.291159,1340.16816,1253.97576,930.2713567,1068.519905
FAM169A,122.3489504,121.0218857,156.0551404,72.48316647,45.88504851
FAM171A1,445.9731758,419.5999507,280.093739,429.3617999,299.2102324
FAM172A,474.7722177,448.7371821,560.4440425,406.5183596,385.402011
FAM173A,401.4315947,354.0829551,355.2363841,273.9610673,231.0581481
FAM174B,102.4545096,115.4676553,75.30771375,162.6856282,125.3369775
FAM175B,720.8137858,714.0537916,661.7993404,726.9184838,694.5488718
FAM176B,163.3528568,200.7073039,195.6666264,154.2919948,255.5800646
FAM178A,261.2505174,270.8691907,338.2135389,256.4599408,303.5244061
FAM179B,283.4167625,301.4250699,270.7845219,351.0221519,327.6591354
FAM184A,565.9874981,523.2375678,241.0264379,521.1996339,258.0475817
FAM188A,222.9763658,257.2431421,341.8126197,228.0838207,285.010382
FAM189A2,397.8888594,367.5007581,287.6612592,453.718131,367.3140543
FAM189B,199.3632912,281.3835952,292.1385326,162.2869341,287.421233
FAM190B,562.766639,498.7002876,653.338997,451.4437279,508.2903841
FAM192A,429.2593176,440.2271972,375.928481,453.0252475,449.0834319
FAM193A,956.3231459,870.9207961,744.250394,922.050735,833.3717002
FAM193B,978.9716618,1045.852735,770.1303986,910.5135065,755.6566883
FAM198B,28.24412018,65.15885073,134.1251696,36.85812832,144.2041242
FAM20B,259.8407858,266.0770838,378.6368789,219.117388,266.894482
FAM212B,49.37304746,60.51480966,38.08589474,147.9579719,152.3474797
FAM32A,1099.482452,1254.607295,1439.731812,1346.666035,1671.110327
FAM38A,1475.579028,1416.391316,1690.800863,861.308238,979.8449482
FAM38B,175.5897094,175.7033515,145.0725763,184.7270275,158.858824
FAM3A,212.1734402,250.3536205,228.357959,147.6050522,166.3970806
FAM46A,508.9584425,849.5450682,1371.389958,1425.178911,2555.056754
FAM46C,2035.345594,1757.645732,470.0293917,1553.61062,360.0863671
FAM48A,1011.443865,1047.461708,839.3975597,1008.022339,892.6780352
FAM49A,702.6108694,784.5132806,629.3954955,1177.990722,1290.831122
FAM49B,2074.759484,1923.332152,3644.313205,3678.894938,4538.11429
FAM50A,647.3175922,706.6909332,803.2449774,635.7830306,811.0233569
FAM50B,332.9763874,317.8016033,312.6717335,317.5523481,284.55506
FAM53B,1801.153662,1676.61027,1046.362165,1652.549864,945.6420903
FAM53C,1283.17688,1268.053509,995.1549064,1975.233203,1892.145524
FAM55D,30.77100269,28.2610626,20.64300185,29.78500499,19.74612224
FAM57A,381.4523243,339.7012791,233.1721643,541.360299,387.8389397
FAM59A,51.17721195,49.20641611,30.03952785,41.63610747,29.06386238
FAM5B,26.19239344,27.98259495,19.67134121,27.03461043,22.30721125
FAM5C,5.180653348,5.457506835,4.460374261,5.32901597,4.875959478
FAM63A,965.6643024,899.2505153,460.3888522,1232.318325,833.7431348
FAM63B,28.87252594,37.18255046,51.29556585,16.53860143,33.35344904
FAM64A,45.04004906,61.74406019,41.54601721,24.94049737,24.04156057
FAM65A,1842.17783,1814.973593,915.8157296,1853.616953,1233.029919
FAM65B,2919.618803,2217.698832,1185.922839,3629.396036,2364.491279
FAM76A,100.5695493,94.77003815,98.994588,94.883266,76.12592203
FAM82A2,962.6676232,972.9680947,807.2764515,876.4119498,734.3145993
FAM82B,370.9733565,410.8458549,449.1764059,299.0639772,408.1968092
FAM83E,9.953958502,11.69241321,9.669305139,9.53030034,10.73082826
FAM89B,960.853226,893.8238706,944.1884079,877.2419506,964.577552
FAM8A1,1064.923078,1105.488602,1218.455282,1442.693302,1476.924237
FAM90A1,11.49568813,11.55476609,10.50354125,11.66025384,10.80713334
FAM96B,1439.855796,1585.635786,1401.472601,1228.673635,1218.386254
FAM98A,465.5755489,586.6581449,544.1245653,370.6716996,420.3149396
FAN1,622.7774753,641.6043548,527.8692335,571.5727003,503.5605976
FANCA,97.16981373,117.6903605,142.2341146,118.088228,146.3608315
FANCC,590.5071919,540.6174549,396.2560208,578.4683602,407.6974194
FANCE,240.0796744,237.7696811,206.0609451,191.8108759,158.5283532
FANCF,175.9770561,155.1210339,216.8261947,117.8613514,126.5126112
FANCG,282.0996064,313.6032413,335.8951351,182.8364527,193.6952702
FANCI,224.9778084,272.7388297,290.6399069,145.1169425,149.6741391
FANCL,262.0734436,257.422814,265.9551241,279.2826798,258.5535351
FAP,22.65818498,21.98192195,13.00604105,24.5888627,18.69709561
FAR2,113.7706862,181.1688097,297.7416573,599.2774124,746.8000496
FARP1,113.4323667,117.8098019,138.6607654,115.1523224,236.9370887
FARP2,212.2017799,210.4013119,146.1757037,202.7707489,162.043826
FARS2,473.5441253,455.2864966,385.2329475,397.983799,326.5039412
FARSA,353.2111473,397.9756311,420.2323209,263.5317633,324.8835303
FAS,652.9782444,800.3085917,729.9227648,796.7531603,1182.043783
FASLG,309.9986739,332.7746254,776.6257134,209.2014085,236.3661497
FASN,12.70239473,15.51907939,20.19356347,7.097958571,11.47338181
FASTK,699.6527231,740.8251044,537.546668,487.6589346,332.0815975
FASTKD1,613.3694898,655.6970082,618.7641768,579.7836008,663.4940057
FASTKD2,640.5151642,621.4330968,488.2460716,576.7284376,438.9911124
FASTKD3,349.5889928,357.1429497,478.7092746,337.359689,403.8718446
FASTKD5,820.1773189,776.6449399,586.954973,901.9915304,729.387173
FAT1,190.0677526,188.8669856,121.4350559,426.9677267,293.3744238
FAT2,75.39596947,67.02210523,59.04159812,63.67948967,46.55739049
FAU,18707.38291,16980.37261,14329.52603,14833.98477,10332.54208
FBL,5423.483529,4775.896204,3549.510682,3316.903381,1611.370706
FBLN1,52.48352532,49.01291471,35.95416959,54.32014141,45.11581999
FBLN2,27.64070015,23.94631252,27.49783316,30.92080146,28.92041947
FBLN5,240.8685066,194.2866273,105.6459209,98.37132086,47.07898841
FBN1,39.05299402,65.20457093,45.72232701,160.7598076,166.9294158
FBN2,148.1017851,171.8460851,173.056174,193.2111403,173.8651127
FBP1,738.3037711,738.6083738,2415.9805,774.8116815,2033.15708
FBP2,8.388459559,8.671697735,8.231503936,8.938719677,9.188387242
FBRS,414.6452446,461.6528283,412.444911,468.2127821,521.4337258
FBXL12,1495.621445,1408.063826,1034.223478,1522.175968,1133.118946
FBXL15,188.5389194,182.3167766,203.6430168,122.0190387,148.4271891
FBXL18,121.823505,120.9825788,137.3801802,118.279091,131.1924656
FBXL2,20.38339763,25.09007054,22.71602272,29.39846236,32.8186649
FBXL4,134.3548323,148.2902967,169.3221322,142.5046069,202.2171834
FBXL5,821.3973909,842.9963306,1049.374337,1431.192864,1568.106786
FBXL6,241.4322614,246.1711178,218.1816127,212.5943432,208.1268938
FBXL7,186.883221,178.1896592,131.9865607,200.7217785,166.4898778
FBXL8,56.83417517,41.65625596,51.122826,24.0842271,45.18596358
FBXO11,204.8544624,214.7649853,204.5000492,294.5238867,297.2573433
FBXO17,12.147626,12.09241616,10.9083269,12.04531939,10.97901088
FBXO2,142.5509129,114.6200761,123.0220444,91.30765277,66.88891993
FBXO21,933.3408042,854.2345893,681.8479536,668.0759704,431.065854
FBXO22,21.78007339,18.03806937,19.51460876,24.57704466,20.80774812
FBXO24,16.85951941,21.22129275,29.45914228,24.58343609,34.68691695
FBXO28,607.3432383,629.2664529,664.9858578,883.805381,905.5008619
FBXO3,214.6709953,200.3167285,209.4692041,200.4506793,185.7425551
FBXO34,1181.160227,1067.422862,1103.001584,1368.789412,1197.656036
FBXO38,461.317344,455.4475522,360.6679301,514.6270505,431.0006726
FBXO40,46.61081174,47.77109571,29.02181896,56.63509049,38.40015884
FBXO41,348.3655982,305.9203405,251.1269815,289.8353623,218.3850296
FBXO42,274.5953505,351.3586519,394.8872411,311.0761167,406.9410616
FBXO46,630.1629059,540.5543659,405.8773051,619.7234033,439.7887993
FBXO5,128.183276,142.2024695,148.1331525,94.47092076,87.85532234
FBXO7,2681.730994,2710.41548,2565.015738,2504.601623,2521.619743
FBXO9,1078.826613,1084.285478,960.5048501,1013.018476,879.8326159
FBXW11,421.2808302,442.4399865,406.6524446,378.0796424,389.168816
FBXW2,569.8834499,574.432304,729.9492372,544.9012214,643.2271936
FBXW4,531.6342158,514.126007,481.6573822,369.1920555,344.0173197
FBXW7,351.928314,395.4517295,221.2986584,308.244943,226.4654994
FCAR,43.587907,67.42720869,103.6682302,190.6134607,222.6117828
FCER1A,108.5428486,338.9107941,321.5277862,1029.442587,1160.615493
FCER1G,1586.8092,2869.884683,6669.311553,2919.030457,6405.28898
FCER2,227.4072638,257.4926774,60.26107795,232.7950658,152.3031713
FCF1,227.768146,216.1168499,228.3455111,164.0513431,170.27544
FCGBP,221.2010889,179.1571177,180.7578254,128.203207,107.8704772
FCGR2B,1731.080812,1307.209085,325.5764621,1842.960742,879.2611169
FCGR3B,216.7693251,234.0065663,306.2967974,4890.132853,5701.963368
FCGRT,308.9002054,503.6008568,1188.916986,1047.210037,2886.038067
FCHO1,109.1171476,120.6033693,106.6235058,113.5124336,148.3946003
FCHSD2,1050.266023,1047.716338,541.6802819,1088.594935,879.4931946
FCN1,593.1959139,1655.658237,4112.670368,1083.661232,2146.981448
FCN2,88.19034931,91.1721082,93.02072524,75.11069427,79.72961897
FCN3,24.95398265,35.51750056,30.84396248,41.13140901,51.11489419
FCRL2,1460.644126,1036.361061,62.82020885,1256.856031,62.69903837
FDFT1,2444.229754,2119.437471,2298.467763,2071.962593,1634.971416
FDPS,369.195182,445.3732634,603.658455,358.0039236,449.5539913
FDX1,1002.725599,1005.253824,1134.177374,852.1356268,907.3017911
FDXR,92.2383851,108.5736237,101.3860319,75.84646795,79.88049846
FECH,229.7628667,249.7599936,324.5912212,248.5513324,314.7429438
FEM1B,141.2953605,143.544473,216.8933178,132.5794834,214.6195141
FEM1C,217.8185158,286.9846601,293.675087,328.4600945,450.4257578
FEN1,233.492215,294.9282688,382.1889183,144.1819254,190.7734899
FER,29.09955183,39.73742789,35.14707073,47.5176612,62.16257107
FER1L4,524.0577425,587.7904062,199.4437741,419.814585,189.6931642
FERMT1,76.00547985,65.98371697,47.85904637,84.03579056,63.94357125
FERMT2,58.71499686,93.59152868,102.8509054,171.7673819,208.5691914
FES,38.67928911,89.86634674,225.796563,172.55089,343.94565
FETUB,11.00566381,10.76089261,7.897768813,10.31365089,8.470621625
FEV,36.23715913,37.52052762,30.03367137,37.2684259,32.3265467
FEZ1,184.9939499,162.4650748,430.5160582,151.0643345,184.439264
FEZ2,701.3356278,816.4157316,1176.251946,917.9004542,1602.375906
FEZF2,37.80209768,30.7413471,32.8220164,34.47656493,30.71931403
FFAR2,22.99317016,65.13214125,62.4027125,832.217217,1023.45003
FGA,26.76254488,28.94698148,24.85991056,34.5112833,30.94480544
FGB,68.36927746,67.11174803,50.10437804,68.89202298,54.81789191
FGD1,481.017488,410.1248505,225.8616271,488.3379836,291.6362966
FGD6,71.10327896,85.25216389,115.5167824,71.25869951,142.9499582
FGF1,154.4076401,161.3109616,110.3389818,162.2747572,133.7260332
FGF12,54.9382325,56.50127193,30.32677381,58.13866332,39.20734738
FGF13,111.1094815,106.099342,86.29317002,127.1296251,131.7176178
FGF14,13.01594551,13.85373492,14.35569208,13.40769806,11.36795512
FGF16,28.80045984,26.81358415,25.42170464,31.0572148,26.81754026
FGF17,37.12870672,45.77732702,43.05308933,38.15112079,45.18238133
FGF18,15.70591551,15.69312336,14.82573814,16.19700535,15.40202153
FGF2,42.22602789,36.61586849,23.82376918,46.98033904,36.27705342
FGF20,42.53579403,39.63336272,34.21508333,36.85081192,30.48254827
FGF21,51.96864848,50.51123199,56.27395044,49.39140474,54.61693542
FGF22,79.70088596,75.82012455,45.69150897,68.32415129,43.5454157
FGF23,24.56424425,29.92734534,39.97354315,26.76341364,43.23229892
FGF3,7.841528232,8.187689869,7.694107903,8.108301421,8.717239251
FGF5,17.30452286,16.94789673,14.20002995,19.05274005,17.44392453
FGF6,85.21675675,101.4429612,71.03884677,81.2389666,77.27150527
FGF7,171.4639232,147.3856967,69.10428936,155.2708251,73.05642407
FGF8,5.365911515,5.142821615,5.974512137,6.326773728,6.623171251
FGF9,236.296836,194.3115434,82.72039549,197.0421893,92.3057807
FGFBP1,165.0715289,172.8284905,108.4258203,159.7114373,130.2395811
FGFR1,165.1876399,159.8231431,166.9953253,138.7150043,152.189172
FGFR1OP,183.6687486,190.3092008,206.5899181,229.3778902,265.987202
FGFR2,25.57245914,28.2661064,26.74486171,75.23847828,78.75590306
FGFR3,30.0574825,26.61991297,20.02000365,42.17665393,37.78409572
FGFR4,25.12821781,20.99252308,16.47930483,22.52762513,16.27793725
FGG,74.15997267,63.74437231,48.17733162,74.46227513,58.55820005
FGGY,242.8888647,241.8899163,155.6477907,257.2521261,193.8177764
FGL1,139.0530667,143.699192,128.4589852,162.4968257,166.4245582
FGL2,470.5797028,1323.319294,1978.077694,2257.137663,4242.272302
FGR,1145.374335,1421.650593,2782.099959,2179.470626,2814.168672
FH,230.9716977,242.883865,227.7743728,188.2129583,198.0385984
FHIT,347.2613974,468.823886,152.9529471,239.0554866,143.2780368
FHL1,212.2685904,188.2120889,147.5366572,136.4287777,96.81628509
FHL2,118.0328368,130.4240565,82.3397867,173.5438898,149.7062015
FHL3,240.0706984,273.6781535,366.4602468,441.930071,523.1058563
FHL5,24.10198278,23.68291088,18.62206043,26.53840993,22.97083442
FHOD1,403.1734301,542.1322149,825.2540088,588.9316944,878.6890297
FHOD3,22.08295233,23.99840466,20.27633396,24.80283641,23.91245233
FIBP,1009.165977,1015.980258,1233.982027,845.1022283,919.7946705
FICD,608.508251,637.8194131,386.950992,548.990025,373.8798891
FIG4,912.8559252,833.2611451,762.7173712,900.6126673,832.1357639
FIGF,165.82889,145.7907061,86.69540309,164.1618729,107.0783399
FILIP1L,130.930888,159.9586623,181.9993153,266.2659356,336.2610169
FIP1L1,303.5771118,352.9124138,405.3728113,287.0632166,344.1184538
FIS1,1494.631019,1515.965462,1293.918391,1193.483036,1167.300816
FJX1,41.93981673,68.32209857,88.079574,46.81497734,119.7025437
FKBP10,19.10095916,21.81931935,16.47462725,15.15776853,15.0934739
FKBP11,3323.044971,3812.327334,2087.414403,1938.025137,650.6017713
FKBP14,203.3758535,252.1456109,129.3327276,161.4967144,117.6042845
FKBP15,705.4361814,780.5154376,1041.28302,729.4141216,1100.81634
FKBP1A,401.3116317,426.0284464,366.4240006,502.3389143,536.7338996
FKBP1B,127.8709476,141.8405651,147.5475044,134.924947,181.4523644
FKBP2,939.2257979,1239.161944,686.0175009,622.6257543,407.265046
FKBP3,731.1502026,762.6492023,628.5988673,472.2530825,443.1295513
FKBP4,396.5548746,428.2778465,428.1527444,264.1556881,284.8035524
FKBP5,242.9459722,166.5275223,260.6034378,110.7173751,179.284572
FKBP6,170.1468008,166.6167753,147.9823765,189.7310897,186.0868906
FKBP8,117.3749333,130.3917924,145.1826885,133.2404009,207.3546835
FKBPL,65.45884133,88.4102712,109.1402929,57.03612355,85.31711115
FKRP,12.56342334,16.52865568,15.79169579,10.85786113,21.82646066
FKSG2,266.6849514,253.4059124,162.6528572,221.2722827,158.3748944
FKTN,107.8219695,111.0132077,132.3620736,90.76444267,109.5010327
FLAD1,416.1519099,409.2831539,351.350203,334.2450103,304.0656239
FLG,53.02902646,55.24918051,33.25080112,61.24303061,43.73333014
FLI1,1106.896108,846.8590246,728.7919718,927.2059858,615.8584129
FLII,850.6056235,971.0543807,1021.700257,898.2391261,1140.414624
FLJ11235,27.45261791,23.96436608,15.16578621,43.1453993,36.92481973
FLJ13197,92.66477515,95.98495938,50.058432,64.02568657,27.19699536
FLJ13224,10.49104543,11.05162448,10.61977534,10.84980953,14.69045712
FLJ20712,15.3788711,16.60844041,9.644932559,16.24471717,12.0652437
FLJ22184,18.91210558,20.07153008,15.22472897,19.7115566,17.39036731
FLNA,2347.583282,1906.801089,3494.082934,1498.098007,1978.254824
FLNB,232.4920583,263.2966318,203.2457838,264.9569358,230.2489456
FLNC,167.4227062,160.0474235,138.0309272,182.5759388,170.3117048
FLOT1,1309.104339,1318.022827,1239.055766,1716.409239,1602.179215
FLOT2,1131.332559,1020.748771,746.5584631,1155.649458,943.6771436
FLRT1,234.8027751,208.7756189,137.23372,275.0833056,201.0103024
FLRT2,125.0697159,114.0721182,87.11981923,132.3709688,103.2288199
FLRT3,150.3383041,137.1699987,90.32893237,156.143563,105.4933105
